,survived,pclass,sex,age,sibsp,parch,fare,adult_male,alive,alone,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,embark_town_Queenstown,embark_town_Southampton
622,1,3,1,-0.6642602715026598,1,1,-0.6642602715026598,1,1,0,0,0,0,1,1,0,0,0
623,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
624,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
625,0,1,1,2.12822344971164,0,0,2.12822344971164,1,0,1,0,1,0,0,1,0,0,1
626,0,2,1,1.855786013495611,0,0,1.855786013495611,1,0,1,1,0,1,0,1,0,1,0
627,1,1,0,-0.5961509124486525,0,0,-0.5961509124486525,0,1,1,0,1,0,0,0,1,0,1
628,0,3,1,-0.25560411717861586,0,0,-0.25560411717861586,1,0,1,0,1,0,1,1,0,0,1
629,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
630,1,1,1,3.422301271737779,0,0,3.422301271737779,1,1,1,0,1,0,0,1,0,0,1
631,0,3,1,1.4471298591715671,0,0,1.4471298591715671,1,0,1,0,1,0,1,1,0,0,1
632,1,1,1,0.15305203714542803,0,0,0.15305203714542803,1,1,1,0,0,0,0,1,0,0,0
633,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
634,0,3,0,-1.4134632210967402,3,2,-1.4134632210967402,0,0,0,0,1,0,1,0,0,0,1
637,0,2,1,0.08494267809142071,1,1,0.08494267809142071,1,0,0,0,1,1,0,1,0,0,1
638,0,3,0,0.7660362686314939,0,5,0.7660362686314939,0,0,0,0,1,0,1,0,1,0,1
639,0,3,1,,1,0,,1,0,0,0,1,0,1,1,0,0,1
642,0,3,0,-1.8902287344747914,3,2,-1.8902287344747914,0,0,0,0,1,0,1,0,0,0,1
643,1,3,1,,0,0,,1,1,1,0,1,0,1,1,0,0,1
645,1,1,1,1.2428017820095452,1,0,1.2428017820095452,1,1,0,0,0,0,0,1,0,0,0
647,1,1,1,1.7876766544416036,0,0,1.7876766544416036,1,1,1,0,0,0,0,1,0,0,0
648,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
649,1,3,0,-0.4599321943406378,0,0,-0.4599321943406378,0,1,1,0,1,0,1,0,1,0,1
651,1,2,0,-0.8004789896106744,0,1,-0.8004789896106744,0,1,0,0,1,1,0,0,1,0,1
652,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
653,1,3,0,,0,0,,0,1,1,1,0,0,1,0,1,1,0
654,0,3,0,-0.8004789896106744,0,0,-0.8004789896106744,0,0,1,1,0,0,1,0,1,1,0
655,0,2,1,-0.39182283528663053,2,0,-0.39182283528663053,1,0,0,0,1,1,0,1,0,0,1
657,0,3,0,0.15305203714542803,1,1,0.15305203714542803,0,0,0,1,0,0,1,0,1,1,0
658,0,2,1,-0.4599321943406378,0,0,-0.4599321943406378,1,0,1,0,1,1,0,1,0,0,1
659,0,1,1,1.9238953725496182,0,2,1.9238953725496182,1,0,0,0,0,0,0,1,0,0,0
660,1,1,1,1.3790205001175597,2,0,1.3790205001175597,1,1,0,0,1,0,0,1,0,0,1
661,0,3,1,0.6979269095774866,0,0,0.6979269095774866,1,0,1,0,0,0,1,1,0,0,0
662,0,1,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,0,0,1,0,0,1
663,0,3,1,0.4254894733614573,0,0,0.4254894733614573,1,0,1,0,1,0,1,1,0,0,1
664,1,3,1,-0.6642602715026598,1,0,-0.6642602715026598,1,1,0,0,1,0,1,1,0,0,1
665,0,2,1,0.15305203714542803,2,0,0.15305203714542803,1,0,0,0,1,1,0,1,0,0,1
667,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
668,0,3,1,0.9022549867395085,0,0,0.9022549867395085,1,0,1,0,1,0,1,1,0,0,1
669,1,1,0,,1,0,,0,1,0,0,1,0,0,0,1,0,1
670,1,2,0,0.6979269095774866,1,1,0.6979269095774866,0,1,0,0,1,1,0,0,1,0,1
671,0,1,1,0.08494267809142071,1,0,0.08494267809142071,1,0,0,0,1,0,0,1,0,0,1
672,0,2,1,2.741207681197706,0,0,2.741207681197706,1,0,1,0,1,1,0,1,0,0,1
673,1,2,1,0.08494267809142071,0,0,0.08494267809142071,1,1,1,0,1,1,0,1,0,0,1
675,0,3,1,-0.8004789896106744,0,0,-0.8004789896106744,1,0,1,0,1,0,1,1,0,0,1
676,0,3,1,-0.35776815575962684,0,0,-0.35776815575962684,1,0,1,0,1,0,1,1,0,0,1
677,1,3,0,-0.8004789896106744,0,0,-0.8004789896106744,0,1,1,0,1,0,1,0,1,0,1
678,0,3,0,0.9022549867395085,1,6,0.9022549867395085,0,0,0,0,1,0,1,0,1,0,1
679,1,1,1,0.4254894733614573,0,1,0.4254894733614573,1,1,0,0,0,0,0,1,0,0,0
680,0,3,0,,0,0,,0,0,1,1,0,0,1,0,1,1,0
681,1,1,1,-0.18749475812460856,0,0,-0.18749475812460856,1,1,1,0,0,0,0,1,0,0,0
682,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,1,0,1,1,0,0,1
683,0,3,1,-1.0729164258267037,5,2,-1.0729164258267037,0,0,0,0,1,0,1,0,0,0,1
684,0,2,1,2.060114090657633,1,1,2.060114090657633,1,0,0,0,1,1,0,1,0,0,1
685,0,2,1,-0.3237134762326232,1,2,-0.3237134762326232,1,0,0,0,0,1,0,1,0,0,0
686,0,3,1,-1.0729164258267037,4,1,-1.0729164258267037,0,0,0,0,1,0,1,0,0,0,1
687,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
688,0,3,1,-0.8004789896106744,0,0,-0.8004789896106744,1,0,1,0,1,0,1,1,0,0,1
689,1,1,0,-1.0048070667726963,0,1,-1.0048070667726963,0,1,0,0,1,0,0,0,0,0,1
690,1,1,1,0.08494267809142071,1,0,0.08494267809142071,1,1,0,0,1,0,0,1,0,0,1
691,1,3,0,-1.754010016366777,0,1,-1.754010016366777,0,1,0,0,0,0,1,0,0,0,0
693,0,3,1,-0.3237134762326232,0,0,-0.3237134762326232,1,0,1,0,0,0,1,1,0,0,0
694,0,1,1,2.060114090657633,0,0,2.060114090657633,1,0,1,0,1,0,0,1,0,0,1
695,0,2,1,1.5152392182255743,0,0,1.5152392182255743,1,0,1,0,1,1,0,1,0,0,1
697,1,3,0,,0,0,,0,1,1,1,0,0,1,0,1,1,0
698,0,1,1,1.3109111410635523,1,1,1.3109111410635523,1,0,0,0,0,0,0,1,0,0,0
699,0,3,1,0.8341456276855012,0,0,0.8341456276855012,1,0,1,0,1,0,1,1,0,0,1
700,1,1,0,-0.8004789896106744,1,0,-0.8004789896106744,0,1,0,0,0,0,0,0,1,0,0
701,1,1,1,0.35738011430745,0,0,0.35738011430745,1,1,1,0,1,0,0,1,0,0,1
702,0,3,0,-0.8004789896106744,0,1,-0.8004789896106744,0,0,0,0,0,0,1,0,1,0,0
703,0,3,1,-0.3237134762326232,0,0,-0.3237134762326232,1,0,1,1,0,0,1,1,0,1,0
704,0,3,1,-0.25560411717861586,1,0,-0.25560411717861586,1,0,0,0,1,0,1,1,0,0,1
705,0,2,1,0.6298175505234792,0,0,0.6298175505234792,1,0,1,0,1,1,0,1,0,0,1
706,1,2,0,1.0384737048475232,0,0,1.0384737048475232,0,1,1,0,1,1,0,0,1,0,1
707,1,1,1,0.8341456276855012,0,0,0.8341456276855012,1,1,1,0,1,0,0,1,0,0,1
708,1,1,0,-0.5280415533946451,0,0,-0.5280415533946451,0,1,1,0,1,0,0,0,1,0,1
710,1,1,0,-0.39182283528663053,0,0,-0.39182283528663053,0,1,1,0,0,0,0,0,1,0,0
711,0,1,1,,0,0,,1,0,1,0,1,0,0,1,0,0,1
712,1,1,1,1.2428017820095452,1,0,1.2428017820095452,1,1,0,0,1,0,0,1,0,0,1
713,0,3,1,-0.05127604001659392,0,0,-0.05127604001659392,1,0,1,0,1,0,1,1,0,0,1
714,0,2,1,1.5152392182255743,0,0,1.5152392182255743,1,0,1,0,1,1,0,1,0,0,1
715,0,3,1,-0.732369630556667,0,0,-0.732369630556667,1,0,1,0,1,0,1,1,0,0,1
716,1,1,0,0.5617081914694719,0,0,0.5617081914694719,0,1,1,0,0,0,0,0,1,0,0
717,1,2,0,-0.18749475812460856,0,0,-0.18749475812460856,0,1,1,0,1,1,0,0,1,0,1
718,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
719,0,3,1,0.22116139619943534,0,0,0.22116139619943534,1,0,1,0,1,0,1,1,0,0,1
720,1,2,0,-1.6177912982587621,0,1,-1.6177912982587621,0,1,0,0,1,1,0,0,0,0,1
721,0,3,1,-0.8685883486646817,1,0,-0.8685883486646817,1,0,0,0,1,0,1,1,0,0,1
722,0,2,1,0.28927075525344265,0,0,0.28927075525344265,1,0,1,0,1,1,0,1,0,0,1
723,0,2,1,1.3790205001175597,0,0,1.3790205001175597,1,0,1,0,1,1,0,1,0,0,1
724,1,1,1,-0.18749475812460856,1,0,-0.18749475812460856,1,1,0,0,1,0,0,1,0,0,1
725,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,1,0,1,1,0,0,1
726,1,2,0,0.016833319037413395,3,0,0.016833319037413395,0,1,0,0,1,1,0,0,1,0,1
727,1,3,0,,0,0,,0,1,1,1,0,0,1,0,1,1,0
728,0,2,1,-0.3237134762326232,1,0,-0.3237134762326232,1,0,0,0,1,1,0,1,0,0,1
729,0,3,0,-0.3237134762326232,1,0,-0.3237134762326232,0,0,0,0,1,0,1,0,1,0,1
730,1,1,0,-0.05127604001659392,0,0,-0.05127604001659392,0,1,1,0,1,0,0,0,1,0,1
731,0,3,1,-1.2772445029887256,0,0,-1.2772445029887256,0,0,1,0,0,0,1,0,0,0,0
735,0,3,1,-0.08533071954359758,0,0,-0.08533071954359758,1,0,1,0,1,0,1,1,0,0,1
736,0,3,0,1.2428017820095452,1,3,1.2428017820095452,0,0,0,0,1,0,1,0,1,0,1
737,1,1,1,0.35738011430745,0,0,0.35738011430745,1,1,1,0,0,0,0,1,0,0,0
740,1,1,1,,0,0,,1,1,1,0,1,0,0,1,0,0,1
741,0,1,1,0.4254894733614573,1,0,0.4254894733614573,1,0,0,0,1,0,0,1,0,0,1
742,1,1,0,-0.5961509124486525,2,2,-0.5961509124486525,0,1,0,0,0,0,0,0,1,0,0
743,0,3,1,-0.39182283528663053,1,0,-0.39182283528663053,1,0,0,0,1,0,1,1,0,0,1
744,1,3,1,0.08494267809142071,0,0,0.08494267809142071,1,1,1,0,1,0,1,1,0,0,1
745,0,1,1,2.741207681197706,1,1,2.741207681197706,1,0,0,0,1,0,0,1,0,0,1
746,0,3,1,-0.936697707718689,1,1,-0.936697707718689,1,0,0,0,1,0,1,1,0,0,1
747,1,2,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,0,1,1,0,0,1,0,1
748,0,1,1,-0.732369630556667,1,0,-0.732369630556667,1,0,0,0,1,0,0,1,0,0,1
749,0,3,1,0.08494267809142071,0,0,0.08494267809142071,1,0,1,1,0,0,1,1,0,1,0
750,1,2,0,-1.754010016366777,1,1,-1.754010016366777,0,1,0,0,1,1,0,0,0,0,1
751,1,3,1,-1.6177912982587621,0,1,-1.6177912982587621,0,1,0,0,1,0,1,0,0,0,1
752,0,3,1,0.22116139619943534,0,0,0.22116139619943534,1,0,1,0,1,0,1,1,0,0,1
753,0,3,1,-0.4599321943406378,0,0,-0.4599321943406378,1,0,1,0,1,0,1,1,0,0,1
754,1,2,0,1.2428017820095452,1,2,1.2428017820095452,0,1,0,0,1,1,0,0,1,0,1
755,1,2,1,-1.9808141820166212,1,1,-1.9808141820166212,0,1,0,0,1,1,0,0,0,0,1
756,0,3,1,-0.11938539907060124,0,0,-0.11938539907060124,1,0,1,0,1,0,1,1,0,0,1
759,1,1,0,0.22116139619943534,0,0,0.22116139619943534,0,1,1,0,1,0,0,0,1,0,1
761,0,3,1,0.7660362686314939,0,0,0.7660362686314939,1,0,1,0,1,0,1,1,0,0,1
762,1,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,1,1,0,0,0,1,1,0,0,0
763,1,1,0,0.4254894733614573,1,2,0.4254894733614573,0,1,0,0,1,0,0,0,1,0,1
764,0,3,1,-0.936697707718689,0,0,-0.936697707718689,1,0,1,0,1,0,1,1,0,0,1
765,1,1,0,1.4471298591715671,1,0,1.4471298591715671,0,1,0,0,1,0,0,0,1,0,1
766,0,1,1,,0,0,,1,0,1,0,0,0,0,1,0,0,0
767,0,3,0,0.05088799856441705,0,0,0.05088799856441705,0,0,1,1,0,0,1,0,1,1,0
768,0,3,1,,1,0,,1,0,0,1,0,0,1,1,0,1,0
769,0,3,1,0.15305203714542803,0,0,0.15305203714542803,1,0,1,0,1,0,1,1,0,0,1
770,0,3,1,-0.39182283528663053,0,0,-0.39182283528663053,1,0,1,0,1,0,1,1,0,0,1
771,0,3,1,1.2428017820095452,0,0,1.2428017820095452,1,0,1,0,1,0,1,1,0,0,1
772,0,2,0,1.855786013495611,0,0,1.855786013495611,0,0,1,0,1,1,0,0,1,0,1
774,1,2,0,1.651457936333589,1,3,1.651457936333589,0,1,0,0,1,1,0,0,1,0,1
775,0,3,1,-0.8004789896106744,0,0,-0.8004789896106744,1,0,1,0,1,0,1,1,0,0,1
777,1,3,0,-1.6859006573127695,0,0,-1.6859006573127695,0,1,1,0,1,0,1,0,0,0,1
778,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
779,1,1,0,0.9022549867395085,0,1,0.9022549867395085,0,1,0,0,1,0,0,0,1,0,1
780,1,3,0,-1.141025784880711,0,0,-1.141025784880711,0,1,1,0,0,0,1,0,0,0,0
781,1,1,0,-0.8685883486646817,1,0,-0.8685883486646817,0,1,0,0,1,0,0,0,1,0,1
782,0,1,1,-0.05127604001659392,0,0,-0.05127604001659392,1,0,1,0,1,0,0,1,0,0,1
783,0,3,1,,1,2,,1,0,0,0,1,0,1,1,0,0,1
784,0,3,1,-0.3237134762326232,0,0,-0.3237134762326232,1,0,1,0,1,0,1,1,0,0,1
785,0,3,1,-0.3237134762326232,0,0,-0.3237134762326232,1,0,1,0,1,0,1,1,0,0,1
786,1,3,0,-0.8004789896106744,0,0,-0.8004789896106744,0,1,1,0,1,0,1,0,1,0,1
787,0,3,1,-1.4815725801507476,4,1,-1.4815725801507476,0,0,0,1,0,0,1,0,0,1,0
788,1,3,1,-1.9583380935287988,1,2,-1.9583380935287988,0,1,0,0,1,0,1,0,0,0,1
789,0,1,1,1.1065830639015304,0,0,1.1065830639015304,1,0,1,0,0,0,0,1,0,0,0
791,0,2,1,-0.936697707718689,0,0,-0.936697707718689,1,0,1,0,1,1,0,1,0,0,1
793,0,1,1,,0,0,,1,0,1,0,0,0,0,1,0,0,0
794,0,3,1,-0.3237134762326232,0,0,-0.3237134762326232,1,0,1,0,1,0,1,1,0,0,1
795,0,2,1,0.6298175505234792,0,0,0.6298175505234792,1,0,1,0,1,1,0,1,0,0,1
796,1,1,0,1.3109111410635523,0,0,1.3109111410635523,0,1,1,0,1,0,0,0,1,0,1
797,1,3,0,0.08494267809142071,0,0,0.08494267809142071,0,1,1,0,1,0,1,0,1,0,1
798,0,3,1,0.016833319037413395,0,0,0.016833319037413395,1,0,1,0,0,0,1,1,0,0,0
799,0,3,0,0.016833319037413395,1,1,0.016833319037413395,0,0,0,0,1,0,1,0,1,0,1
801,1,2,0,0.08494267809142071,1,1,0.08494267809142071,0,1,0,0,1,1,0,0,1,0,1
802,1,1,1,-1.2772445029887256,1,2,-1.2772445029887256,0,1,0,0,1,0,0,0,0,0,1
803,1,3,1,-1.9978415217801229,0,1,-1.9978415217801229,0,1,0,0,0,0,1,0,0,0,0
804,1,3,1,-0.18749475812460856,0,0,-0.18749475812460856,1,1,1,0,1,0,1,1,0,0,1
805,0,3,1,0.08494267809142071,0,0,0.08494267809142071,1,0,1,0,1,0,1,1,0,0,1
806,0,1,1,0.6298175505234792,0,0,0.6298175505234792,1,0,1,0,1,0,0,1,0,0,1
807,0,3,0,-0.8004789896106744,0,0,-0.8004789896106744,0,0,1,0,1,0,1,0,1,0,1
809,1,1,0,0.22116139619943534,1,0,0.22116139619943534,0,1,0,0,1,0,0,0,1,0,1
810,0,3,1,-0.25560411717861586,0,0,-0.25560411717861586,1,0,1,0,1,0,1,1,0,0,1
811,0,3,1,0.6298175505234792,0,0,0.6298175505234792,1,0,1,0,1,0,1,1,0,0,1
812,0,2,1,0.35738011430745,0,0,0.35738011430745,1,0,1,0,1,1,0,1,0,0,1
813,0,3,0,-1.6177912982587621,4,2,-1.6177912982587621,0,0,0,0,1,0,1,0,0,0,1
814,0,3,1,0.05088799856441705,0,0,0.05088799856441705,1,0,1,0,1,0,1,1,0,0,1
816,0,3,0,-0.4599321943406378,0,0,-0.4599321943406378,0,0,1,0,1,0,1,0,1,0,1
817,0,2,1,0.08494267809142071,1,1,0.08494267809142071,1,0,0,0,0,1,0,1,0,0,0
818,0,3,1,0.9022549867395085,0,0,0.9022549867395085,1,0,1,0,1,0,1,1,0,0,1
819,0,3,1,-1.345353862042733,3,2,-1.345353862042733,0,0,0,0,1,0,1,0,0,0,1
820,1,1,0,1.5152392182255743,1,1,1.5152392182255743,0,1,0,0,1,0,0,0,1,0,1
821,1,3,1,-0.18749475812460856,0,0,-0.18749475812460856,1,1,1,0,1,0,1,1,0,0,1
822,0,1,1,0.5617081914694719,0,0,0.5617081914694719,1,0,1,0,1,0,0,1,0,0,1
823,1,3,0,-0.18749475812460856,0,1,-0.18749475812460856,0,1,0,0,1,0,1,0,1,0,1
824,0,3,1,-1.8902287344747914,4,1,-1.8902287344747914,0,0,0,0,1,0,1,0,0,0,1
825,0,3,1,,0,0,,1,0,1,1,0,0,1,1,0,1,0
826,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
827,1,2,1,-1.9583380935287988,0,2,-1.9583380935287988,0,1,0,0,0,1,0,0,0,0,0
828,1,3,1,,0,0,,1,1,1,1,0,0,1,1,0,1,0
830,1,3,0,-1.0048070667726963,1,0,-1.0048070667726963,0,1,0,0,0,0,1,0,0,0,0
831,1,2,1,-1.96991668456798,1,1,-1.96991668456798,0,1,0,0,1,1,0,0,0,0,1
833,0,3,1,-0.4599321943406378,0,0,-0.4599321943406378,1,0,1,0,1,0,1,1,0,0,1
834,0,3,1,-0.8004789896106744,0,0,-0.8004789896106744,1,0,1,0,1,0,1,1,0,0,1
835,1,1,0,0.6298175505234792,1,1,0.6298175505234792,0,1,0,0,0,0,0,0,1,0,0
836,0,3,1,-0.5961509124486525,0,0,-0.5961509124486525,1,0,1,0,1,0,1,1,0,0,1
839,1,1,1,,0,0,,1,1,1,0,0,0,0,1,0,0,0
840,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,1,0,1,1,0,0,1
841,0,2,1,-0.936697707718689,0,0,-0.936697707718689,1,0,1,0,1,1,0,1,0,0,1
842,1,1,0,0.016833319037413395,0,0,0.016833319037413395,0,1,1,0,0,0,0,0,1,0,0
843,0,3,1,0.32332543478044634,0,0,0.32332543478044634,1,0,1,0,0,0,1,1,0,0,0
845,0,3,1,0.8341456276855012,0,0,0.8341456276855012,1,0,1,0,1,0,1,1,0,0,1
847,0,3,1,0.35738011430745,0,0,0.35738011430745,1,0,1,0,0,0,1,1,0,0,0
848,0,2,1,-0.11938539907060124,0,1,-0.11938539907060124,1,0,0,0,1,1,0,1,0,0,1
849,1,1,0,,1,0,,0,1,0,0,0,0,0,0,1,0,0
850,0,3,1,-1.754010016366777,4,2,-1.754010016366777,0,0,0,0,1,0,1,0,0,0,1
851,0,3,1,3.013645117413735,0,0,3.013645117413735,1,0,1,0,1,0,1,1,0,0,1
852,0,3,0,-1.4134632210967402,1,1,-1.4134632210967402,0,0,0,0,0,0,1,0,0,0,0
853,1,1,0,-0.936697707718689,0,1,-0.936697707718689,0,1,0,0,1,0,0,0,1,0,1
854,0,2,0,0.9703643457935158,1,0,0.9703643457935158,0,0,0,0,1,1,0,0,1,0,1
855,1,3,0,-0.8004789896106744,0,1,-0.8004789896106744,0,1,0,0,1,0,1,0,1,0,1
856,1,1,0,1.0384737048475232,1,1,1.0384737048475232,0,1,0,0,1,0,0,0,1,0,1
857,1,1,1,1.4471298591715671,0,0,1.4471298591715671,1,1,1,0,1,0,0,1,0,0,1
858,1,3,0,-0.39182283528663053,0,3,-0.39182283528663053,0,1,0,0,0,0,1,0,1,0,0
860,0,3,1,0.7660362686314939,2,0,0.7660362686314939,1,0,0,0,1,0,1,1,0,0,1
861,0,2,1,-0.5961509124486525,1,0,-0.5961509124486525,1,0,0,0,1,1,0,1,0,0,1
862,1,1,0,1.2428017820095452,0,0,1.2428017820095452,0,1,1,0,1,0,0,0,1,0,1
864,0,2,1,-0.39182283528663053,0,0,-0.39182283528663053,1,0,1,0,1,1,0,1,0,0,1
865,1,2,0,0.8341456276855012,0,0,0.8341456276855012,0,1,1,0,1,1,0,0,1,0,1
866,1,2,0,-0.18749475812460856,1,0,-0.18749475812460856,0,1,0,0,0,1,0,0,1,0,0
867,0,1,1,0.08494267809142071,0,0,0.08494267809142071,1,0,1,0,1,0,0,1,0,0,1
868,0,3,1,,0,0,,1,0,1,0,1,0,1,1,0,0,1
869,1,3,1,-1.754010016366777,1,1,-1.754010016366777,0,1,0,0,1,0,1,0,0,0,1
871,1,1,0,1.1746924229555378,1,1,1.1746924229555378,0,1,0,0,1,0,0,0,1,0,1
872,0,1,1,0.22116139619943534,0,0,0.22116139619943534,1,0,1,0,1,0,0,1,0,0,1
873,0,3,1,1.1746924229555378,0,0,1.1746924229555378,1,0,1,0,1,0,1,1,0,0,1
874,1,2,0,-0.11938539907060124,1,0,-0.11938539907060124,0,1,0,0,0,1,0,0,1,0,0
875,1,3,0,-1.0048070667726963,0,0,-1.0048070667726963,0,1,1,0,0,0,1,0,0,0,0
876,0,3,1,-0.6642602715026598,0,0,-0.6642602715026598,1,0,1,0,1,0,1,1,0,0,1
879,1,1,0,1.7876766544416036,0,1,1.7876766544416036,0,1,0,0,0,0,0,0,1,0,0
880,1,2,0,-0.3237134762326232,0,1,-0.3237134762326232,0,1,0,0,1,1,0,0,1,0,1
881,0,3,1,0.22116139619943534,0,0,0.22116139619943534,1,0,1,0,1,0,1,1,0,0,1
882,0,3,0,-0.5280415533946451,0,0,-0.5280415533946451,0,0,1,0,1,0,1,0,1,0,1
883,0,2,1,-0.11938539907060124,0,0,-0.11938539907060124,1,0,1,0,1,1,0,1,0,0,1
885,0,3,0,0.6298175505234792,0,5,0.6298175505234792,0,0,0,1,0,0,1,0,1,1,0
887,1,1,0,-0.732369630556667,0,0,-0.732369630556667,0,1,1,0,1,0,0,0,1,0,1
888,0,3,0,,1,2,,0,0,0,0,1,0,1,0,1,0,1
889,1,1,1,-0.25560411717861586,0,0,-0.25560411717861586,1,1,1,0,0,0,0,1,0,0,0
890,0,3,1,0.15305203714542803,0,0,0.15305203714542803,1,0,1,1,0,0,1,1,0,1,0
